name,latitude,longitude,area_1,area_2,address,phone,opening_hours_all,rating,avg_price,image
蜜蜂故事館,23.658601,120.540373,雲林縣,古坑鄉,雲林縣古坑鄉湳子路88號,08-00828255,"['星期一 09:00-17:00', '星期二 09:00-17:00', '星期三 09:00-17:00', '星期四 09:00-17:00', '星期五 09:00-17:00', '星期六 09:00-18:00', '星期日 09:00-18:00']",4,0,food_image/蜜蜂故事館.jpg
鍋布峒和牛鍋物,23.7048525,120.5497745,雲林縣,斗六市,雲林縣斗六市自強街69號,055-320057,"['星期一 11:00-15:00, 17:00-22:00', '星期二 11:00-15:00, 17:00-22:00', '星期三 11:00-15:00, 17:00-22:00', '星期四 11:00-15:00, 17:00-22:00', '星期五 11:00-15:00, 17:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.7,400,food_image/鍋布峒和牛鍋物.jpg
Immense 恬恬,23.7091842,120.5421083,雲林縣,斗六市,雲林縣斗六市太平路52號,055-354520,"['星期一 休息', '星期二 11:30-19:30', '星期三 11:30-19:30', '星期四 11:30-19:30', '星期五 11:30-19:30', '星期六 11:30-19:30', '星期日 11:30-19:30']",4.6,250,food_image/Immense 恬恬.jpg
烹小鮮,23.6921446,120.5284761,雲林縣,斗六市,雲林縣斗六市龍潭裏斗六市八德路88號,055-360899,"['星期一 休息', '星期二 休息', '星期三 11:00-14:00, 16:30-20:00', '星期四 11:00-14:00, 16:30-20:00', '星期五 11:00-14:00, 16:30-20:00', '星期六 11:00-14:00, 16:30-20:00', '星期日 11:00-14:00, 16:30-20:00']",4.5,100,food_image/烹小鮮.jpg
義式屋古拉爵家樂福斗六店,23.7017215,120.5307602,雲林縣,斗六市,雲林縣斗六市雲林路二段297號,055-337142,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.4,500,food_image/義式屋古拉爵家樂福斗六店.jpg
高稼庄花枝羹麵,23.7028889,120.5374924,雲林縣,斗六市,雲林縣斗六市永昌西街43號,055-350412,"['星期一 11:00-20:30', '星期二 11:00-20:30', '星期三 11:00-20:30', '星期四 11:00-20:30', '星期五 休息', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.9,190,food_image/高稼庄花枝羹麵.jpg
拽貓,23.6978111,120.5408707,雲林縣,斗六市,雲林縣斗六市明德路5號,055-377548,"['星期一 00:00-01:00, 10:00-00:00', '星期二 00:00-01:00, 10:00-00:00', '星期三 00:00-01:00, 10:00-00:00', '星期四 00:00-01:00, 10:00-00:00', '星期五 00:00-01:00, 10:00-00:00', '星期六 00:00-01:00, 10:00-00:00', '星期日 10:00-00:00, 00:00-01:00']",4.7,0,food_image/拽貓.jpg
初八拉麵斗六店,23.7130483,120.5410036,雲林縣,斗六市,雲林縣斗六市漢口路214號,055-320738,"['星期一 11:00-14:00, 17:00-21:00', '星期二 11:00-14:00, 17:00-21:00', '星期三 11:00-14:00, 17:00-21:00', '星期四 11:00-14:00, 17:00-21:00', '星期五 11:00-14:00, 17:00-21:00', '星期六 11:00-14:30, 17:00-21:00', '星期日 11:00-14:30, 17:00-21:00']",4.9,200,food_image/初八拉麵斗六店.jpg
後院 houyuan,23.7051844,120.4310293,雲林縣,虎尾鎮,雲林縣虎尾鎮忠孝路2號,None,"['星期一 00:00-01:00, 10:30-18:00, 19:30-00:00', '星期二 00:00-01:00, 10:30-18:00, 19:30-00:00', '星期三 00:00-01:00', '星期四 休息', '星期五 10:30-18:00, 19:30-00:00', '星期六 00:00-01:00, 10:30-18:00, 19:30-00:00', '星期日 10:30-18:00, 19:30-00:00, 00:00-01:00']",4.2,200,food_image/後院 houyuan.jpg
老受鴨肉飯,23.5664933,120.304457,雲林縣,北港鎮,雲林縣北港鎮中山路104號,057-830389,"['星期一 10:30-18:30', '星期二 10:30-18:30', '星期三 10:30-18:30', '星期四 10:30-18:30', '星期五 10:30-18:30', '星期六 10:30-18:30', '星期日 10:30-18:30']",4,70,food_image/老受鴨肉飯.jpg
虎尾王家當歸鴨肉麵線,23.7081135,120.4365626,雲林縣,虎尾鎮,雲林縣虎尾鎮民生路37之8號,056-314629,"['星期一 11:00-20:30', '星期二 11:00-20:30', '星期三 11:00-20:30', '星期四 11:00-20:30', '星期五 休息', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.2,55,food_image/虎尾王家當歸鴨肉麵線.jpg
斗南米糕甲,23.6769531,120.4790967,雲林縣,斗南鎮,雲林縣鬥南鎮中正路96號,055-974090,"['星期一 10:00-14:30, 15:30-19:30', '星期二 10:00-14:30, 15:30-19:30', '星期三 10:00-14:30, 15:30-19:30', '星期四 10:00-14:30, 15:30-19:30', '星期五 10:00-14:30, 15:30-19:30', '星期六 10:00-14:30, 15:30-19:30', '星期日 10:00-14:30, 15:30-19:30']",4.3,50,food_image/斗南米糕甲.jpg
樂飯樂販 斗六店,23.7042036,120.5332534,雲林縣,斗六市,雲林縣斗六市雲林路二段161號,055-372393,"['星期一 11:30-14:30, 17:00-21:00', '星期二 11:30-14:30, 17:00-21:00', '星期三 11:30-14:30, 17:00-21:00', '星期四 11:30-14:30, 17:00-21:00', '星期五 11:30-14:30, 17:00-21:00', '星期六 11:30-14:30, 17:00-21:00', '星期日 11:30-14:30, 17:00-21:00']",4.7,178,food_image/樂飯樂販 斗六店.jpg
北港圓仔湯,23.5651556,120.3039876,雲林縣,北港鎮,雲林縣北港鎮中山路29號,057-731231,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.3,35,food_image/北港圓仔湯.jpg
第五大道 Fifth Avenue 甜點輕食咖啡,23.7095079,120.5486109,雲林縣,斗六市,雲林縣斗六市大同路250號,055-370025,"['星期一 休息', '星期二 休息', '星期三 11:00-18:00', '星期四 11:00-18:00', '星期五 11:00-18:00', '星期六 11:00-18:00', '星期日 11:00-18:00']",4.7,430,food_image/第五大道 Fifth Avenue 甜點輕食咖啡.jpg
魷魚興嘴吃嘴魷魚羮,23.7089364,120.5444045,雲林縣,斗六市,雲林縣斗六市中正路56號,055-346701,"['星期一 08:30-19:30', '星期二 08:30-19:30', '星期三 08:30-19:30', '星期四 08:30-19:30', '星期五 08:30-19:30', '星期六 08:30-19:30', '星期日 08:30-19:30']",4.3,50,food_image/魷魚興嘴吃嘴魷魚羮.jpg
日日興現宰羊肉爐,23.6318927,120.4679679,雲林縣,斗南鎮,雲林縣鬥南鎮延平路三段590號,055-910442,"['星期一 10:00-21:30', '星期二 10:00-21:30', '星期三 10:00-21:30', '星期四 10:00-21:30', '星期五 10:00-21:30', '星期六 10:00-21:30', '星期日 10:00-21:30']",4.1,250,food_image/日日興現宰羊肉爐.jpg
西螺黃記九層粿,23.8016179,120.4593239,雲林縣,西螺鎮,雲林縣西螺鎮建興路286號,09-32591537,"['星期一 05:00-11:00', '星期二 05:00-11:00', '星期三 05:00-11:00', '星期四 05:00-11:00', '星期五 05:00-11:00', '星期六 05:00-11:00', '星期日 05:00-11:00']",4.3,50,food_image/西螺黃記九層粿.jpg
大娘羹檜意美食館,23.7077522,120.5443954,雲林縣,斗六市,雲林縣斗六市中正路102號,055-322688,"['星期一 09:30-19:30', '星期二 09:30-19:30', '星期三 09:00-19:30', '星期四 休息', '星期五 09:30-19:30', '星期六 09:30-19:30', '星期日 09:30-19:30']",4.5,60,food_image/大娘羹檜意美食館.jpg
阿海師鴨肉麵線,23.6770303,120.3910822,雲林縣,土庫鎮,雲林縣土庫鎮中正路137號,056-623992,"['星期一 07:30-19:00', '星期二 07:30-19:00', '星期三 07:30-19:00', '星期四 07:30-19:00', '星期五 07:30-19:00', '星期六 07:30-19:00', '星期日 07:30-19:00']",4.3,100,food_image/阿海師鴨肉麵線.jpg
雲頂咖啡,23.5987655,120.6051345,雲林縣,古坑鄉,雲林縣古坑鄉桃源路1之3號,055-900369,"['星期一 休息', '星期二 休息', '星期三 14:00-22:00', '星期四 14:00-22:00', '星期五 14:00-22:00', '星期六 12:00-21:00', '星期日 12:00-21:00']",4.4,250,food_image/雲頂咖啡.jpg
黑先生飯館Mr.Black,23.6883798,120.538634,雲林縣,斗六市,雲林縣斗六市仁義路13之8號,055-372881,"['星期一 11:00-13:30, 16:30-19:30', '星期二 11:00-13:30, 16:30-19:30', '星期三 休息', '星期四 11:00-13:30, 16:30-19:30', '星期五 11:00-13:30, 16:30-19:30', '星期六 11:00-13:30, 16:30-19:30', '星期日 11:00-13:30, 16:30-19:30']",4.9,80,food_image/黑先生飯館Mr.Black.jpg
一品香火鍋虎尾店,23.7063298,120.4297877,雲林縣,虎尾鎮,雲林縣虎尾鎮林森路二段84號,056-327070,"['星期一 11:00-15:00, 17:00-22:00', '星期二 11:00-15:00, 17:00-22:00', '星期三 11:00-15:00, 17:00-22:00', '星期四 11:00-15:00, 17:00-22:00', '星期五 11:00-15:00, 17:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.4,400,food_image/一品香火鍋虎尾店.jpg
老鄰居1971,23.7072182,120.5298919,雲林縣,斗六市,雲林縣斗六市明德北路三段295號,055-321971,"['星期一 11:10-15:00, 17:10-21:00', '星期二 11:10-15:00, 17:10-21:00', '星期三 休息', '星期四 11:10-15:00, 17:10-21:00', '星期五 11:10-15:00, 17:10-21:00', '星期六 11:10-15:00, 17:10-21:00', '星期日 11:10-15:00, 17:10-21:00']",4.5,300,food_image/老鄰居1971.jpg
斗南夜市,23.6777376,120.4670922,雲林縣,斗南鎮,雲林縣鬥南鎮中興路,None,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 17:00-00:00', '星期日 休息']",4.2,0,food_image/斗南夜市.jpg
老街古早味碗粿,23.7082001,120.5414796,雲林縣,斗六市,雲林縣斗六市太平路122號,055-323093,"['星期一 10:30-14:30, 16:30-19:30', '星期二 10:30-14:30, 16:30-19:30', '星期三 10:30-14:30, 16:30-19:30', '星期四 10:30-14:30, 16:30-19:30', '星期五 10:30-14:30, 16:30-19:30', '星期六 10:30-14:30, 16:30-19:30', '星期日 休息']",4.1,60,food_image/老街古早味碗粿.jpg
塔吉特Touched 千層蛋糕 雲林斗六店,23.7096206,120.5429572,雲林縣,斗六市,雲林縣鬥六市大同路60號,055-379949,"['星期一 10:00-21:00', '星期二 10:00-21:00', '星期三 10:00-21:00', '星期四 10:00-21:00', '星期五 10:00-21:00', '星期六 10:00-21:00', '星期日 10:00-21:00']",3.9,870,food_image/塔吉特Touched 千層蛋糕 雲林斗六店.jpg
鍋道一號 斗南旗艦店,23.6787126,120.4832049,雲林縣,斗南鎮,雲林縣斗南鎮雲農路5號,055-970317,"['星期一 11:00-14:00, 17:00-21:30', '星期二 11:00-14:00, 17:00-21:30', '星期三 11:00-14:00, 17:00-21:30', '星期四 11:00-14:00, 17:00-21:30', '星期五 11:00-14:00, 17:00-21:30', '星期六 11:00-21:30', '星期日 11:00-21:30']",4.7,350,food_image/鍋道一號 斗南旗艦店.jpg
劉家酸菜白肉鍋,23.7103682,120.5469069,雲林縣,斗六市,雲林縣斗六市永樂街68號,055-371979,"['星期一 11:00-14:00, 14:30-22:30', '星期二 11:00-14:00, 14:30-22:30', '星期三 11:00-14:00, 14:30-22:30', '星期四 11:00-14:00, 14:30-22:30', '星期五 11:00-14:00, 14:30-22:30', '星期六 11:00-14:00, 14:30-22:30', '星期日 11:00-14:00, 14:30-22:30']",4.3,500,food_image/劉家酸菜白肉鍋.jpg
法米法式甜點,23.7038098,120.5384293,雲林縣,斗六市,雲林縣斗六市南興街17號,055-345499,"['星期一 11:00-19:00', '星期二 休息', '星期三 11:00-19:00', '星期四 11:00-19:00', '星期五 11:00-19:00', '星期六 11:00-19:00', '星期日 11:00-19:00']",4.2,250,food_image/法米法式甜點.jpg
蒸饌養生蒸氣鍋/麻辣鴛鴦鍋,23.699599,120.425016,雲林縣,虎尾鎮,雲林縣虎尾鎮林森路二段386號,056-310638,"['星期一 11:30-14:00, 17:00-22:00', '星期二 11:30-14:00, 17:00-22:00', '星期三 11:30-14:00, 17:00-22:00', '星期四 11:30-14:00, 17:00-22:00', '星期五 11:30-14:00, 17:00-22:00', '星期六 11:00-14:00, 17:00-22:00', '星期日 11:00-14:00, 17:00-22:00']",4.4,1010,food_image/蒸饌養生蒸氣鍋麻辣鴛鴦鍋.jpg
雲林土庫鴨肉麵線,23.675794,120.391013,雲林縣,土庫鎮,雲林縣土庫鎮中山路157號,056-621567,"['星期一 08:30-18:30', '星期二 08:30-18:30', '星期三 08:30-18:30', '星期四 08:30-18:30', '星期五 08:30-18:30', '星期六 08:30-18:30', '星期日 08:30-18:30']",4.3,80,food_image/雲林土庫鴨肉麵線.jpg
東城北方麵食館,23.8005977,120.4565422,雲林縣,西螺鎮,雲林縣西螺鎮延平路283之1號,055-872128,"['星期一 11:00-13:15, 16:30-19:15', '星期二 休息', '星期三 11:00-13:15, 16:30-19:15', '星期四 11:00-13:15, 16:30-19:15', '星期五 11:00-13:15, 16:30-19:15', '星期六 11:00-13:15, 16:30-19:15', '星期日 11:00-13:15, 16:30-19:15']",4.1,500,food_image/東城北方麵食館.jpg
星巴克 北港門市,23.5712772,120.3000764,雲林縣,北港鎮,雲林縣北港鎮華南路38號,057-832647,"['星期一 07:00-22:00', '星期二 07:00-22:00', '星期三 07:00-22:00', '星期四 07:00-22:00', '星期五 07:00-22:00', '星期六 07:00-22:00', '星期日 07:00-22:00']",4.4,260,food_image/星巴克 北港門市.jpg
芸彰牧場台灣牛肉料理,23.710291,120.4367343,雲林縣,虎尾鎮,雲林縣虎尾鎮光復路370號,056-333825,"['星期一 休息', '星期二 11:00-14:00, 17:00-21:00', '星期三 11:00-14:00, 17:00-21:00', '星期四 11:00-14:00, 17:00-21:00', '星期五 11:00-14:00, 17:00-21:00', '星期六 11:00-14:00, 17:00-21:00', '星期日 11:00-14:00, 17:00-21:00']",4.4,500,food_image/芸彰牧場台灣牛肉料理.jpg
一品香迷你石頭火鍋,23.7135627,120.5433374,雲林縣,斗六市,雲林縣斗六市武昌路182號,055-376773,"['星期一 11:00-23:00', '星期二 11:00-23:00', '星期三 11:00-23:00', '星期四 11:00-23:00', '星期五 11:00-00:00', '星期六 11:00-00:00', '星期日 11:00-00:00']",4,399,food_image/一品香迷你石頭火鍋.jpg
井野板前料理,23.703514,120.4345872,雲林縣,虎尾鎮,雲林縣虎尾鎮民主路18之15號,056-311280,"['星期一 11:00-14:00, 17:00-20:00', '星期二 11:00-14:00, 17:00-20:00', '星期三 11:00-14:00, 17:00-20:00', '星期四 11:00-14:00, 17:00-20:00', '星期五 11:00-14:00, 17:00-20:00', '星期六 11:00-14:00, 17:00-20:00', '星期日 11:00-14:00, 17:00-20:00']",4.4,400,food_image/井野板前料理.jpg
雅砌庭園咖啡館,23.7107098,120.4496058,雲林縣,虎尾鎮,雲林縣虎尾鎮成德街101號,056-312389,"['星期一 11:00-15:00, 17:00-21:00', '星期二 休息', '星期三 11:00-15:00, 17:00-21:00', '星期四 11:00-15:00, 17:00-21:00', '星期五 11:00-15:00, 17:00-21:00', '星期六 11:00-15:00, 17:00-21:00', '星期日 11:00-15:00, 17:00-21:00']",4.2,300,food_image/雅砌庭園咖啡館.jpg
巴登咖啡,23.6535014,120.5920156,雲林縣,古坑鄉,雲林縣古坑鄉5之2號,055-264905,"['星期一 08:30-17:00', '星期二 08:30-21:00', '星期三 08:30-21:00', '星期四 08:30-21:00', '星期五 08:30-21:00', '星期六 08:00-21:00', '星期日 08:00-21:00']",4.3,400,food_image/巴登咖啡.jpg
一郎土魠魚羹,23.5687642,120.3048009,雲林縣,北港鎮,雲林縣北港鎮仁和路3號,057-832923,"['星期一 00:00-00:30, 16:30-00:00', '星期二 00:00-00:30, 16:30-00:00', '星期三 00:00-00:30', '星期四 16:30-00:00', '星期五 00:00-00:30, 16:30-00:00', '星期六 00:00-00:30, 16:30-00:00', '星期日 16:30-00:00, 00:00-00:30']",4.2,150,food_image/一郎土魠魚羹.jpg
韓手作料理,23.6922423,120.5276326,雲林縣,斗六市,雲林縣斗六市府文路121號,055-372323,"['星期一 11:00-14:00, 17:00-20:00', '星期二 11:00-14:00, 17:00-20:00', '星期三 11:00-14:00, 17:00-20:00', '星期四 11:00-14:00, 17:00-20:00', '星期五 11:00-14:00, 17:00-20:00', '星期六 11:00-14:00, 17:00-20:00', '星期日 休息']",4.8,150,food_image/韓手作料理.jpg
阿等土豆油飯,23.5706585,120.3036873,雲林縣,北港鎮,雲林縣北港鎮大同路79號,057-731187,"['星期一 10:30-19:30', '星期二 休息', '星期三 10:30-19:30', '星期四 10:30-19:30', '星期五 10:30-19:30', '星期六 10:30-19:30', '星期日 10:30-19:30']",4.3,170,food_image/阿等土豆油飯.jpg
阿火肉圓,23.7601171,120.353361,雲林縣,崙背鄉,雲林縣崙背鄉南光路30號,056-966291,"['星期一 07:30-18:00', '星期二 休息', '星期三 07:30-18:00', '星期四 07:30-18:00', '星期五 07:30-18:00', '星期六 07:30-18:00', '星期日 07:30-18:00']",4.3,60,food_image/阿火肉圓.jpg
微樂生活咖啡,23.7105941,120.4352515,雲林縣,虎尾鎮,雲林縣虎尾鎮林森路一段429號,056-311972,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.6,70,food_image/微樂生活咖啡.jpg
怪人花枝鱔魚麵,23.6762852,120.3906106,雲林縣,土庫鎮,雲林縣土庫鎮中正路144號,056-621545,"['星期一 休息', '星期二 10:00-19:30', '星期三 10:00-19:30', '星期四 10:00-19:30', '星期五 10:00-19:30', '星期六 10:00-19:30', '星期日 10:00-19:30']",4.1,60,food_image/怪人花枝鱔魚麵.jpg
朝聖高悅酒店｜樂宴會廳,23.5673501,120.3047004,雲林縣,北港鎮,雲林縣北港鎮中山路146號4樓,057-822999,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.4,0,food_image/朝聖高悅酒店樂宴會廳.jpg
近水樓台湖畔森林咖啡,23.709391,120.5636346,雲林縣,斗六市,雲林縣斗六市文化路646巷137號,055-361429,"['星期一 10:00-18:00', '星期二 休息', '星期三 10:00-18:00', '星期四 10:00-18:00', '星期五 10:00-18:00', '星期六 09:30-18:00', '星期日 09:30-18:00']",4.3,280,food_image/近水樓台湖畔森林咖啡.jpg
偉恩洋行,23.6916586,120.5278811,雲林縣,斗六市,雲林縣斗六市龍潭北路16之6號,09-79470768,"['星期一 07:00-13:30', '星期二 07:00-13:30', '星期三 07:00-13:30', '星期四 07:00-13:30', '星期五 07:00-13:30', '星期六 07:00-13:30', '星期日 07:00-13:30']",4.4,100,food_image/偉恩洋行.jpg
一葉知秋汕頭極緻小火鍋-虎尾店,23.7088594,120.4331415,雲林縣,虎尾鎮,雲林縣虎尾鎮林森路一段497號,056-338958,"['星期一 11:30-14:00, 17:00-21:00', '星期二 11:30-14:00, 17:00-21:00', '星期三 11:30-14:00, 17:00-21:00', '星期四 11:30-14:00, 17:00-21:00', '星期五 11:30-14:00, 17:00-21:00', '星期六 11:30-21:00', '星期日 11:30-21:00']",4.5,430,food_image/一葉知秋汕頭極緻小火鍋虎尾店.jpg
小蒙牛頂級麻辣養生鍋 斗六店,23.708822,120.5414437,雲林縣,斗六市,雲林縣斗六市中山路71號,055-378868,"['星期一 11:00-14:00, 17:30-21:00', '星期二 11:00-14:00, 17:30-21:00', '星期三 11:00-14:00, 17:30-21:00', '星期四 11:00-14:00, 17:30-21:00', '星期五 11:00-14:00, 17:30-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.7,900,food_image/小蒙牛頂級麻辣養生鍋 斗六店.jpg
米多力,23.7189693,120.4328155,雲林縣,虎尾鎮,雲林縣虎尾鎮文科路880號,056-330662,"['星期一 11:00-21:00', '星期二 休息', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",3.9,390,food_image/米多力.jpg
塔吉特Touched 千層蛋糕大使館 - 觀光工廠,23.722564,120.597466,雲林縣,斗六市,雲林縣斗六市工業路118號,055-574516,"['星期一 休息', '星期二 09:30-17:30', '星期三 09:30-17:30', '星期四 09:30-17:30', '星期五 09:30-17:30', '星期六 09:30-17:30', '星期日 09:30-17:00']",4,0,food_image/塔吉特Touched 千層蛋糕大使館  觀光工廠.jpg
牛丁次郎坊x深夜裡的和魂燒肉丼x斗六支店,23.7018662,120.5371804,雲林縣,斗六市,雲林縣斗六市民生南路147號,055-361845,"['星期一 11:30-14:00, 17:00-21:00', '星期二 11:30-14:00, 17:00-21:00', '星期三 11:30-14:00, 17:00-21:00', '星期四 11:30-14:00, 17:00-21:00', '星期五 11:30-14:00, 17:00-21:00', '星期六 11:30-14:00, 17:00-21:00', '星期日 11:30-14:00, 17:00-21:00']",4.7,260,food_image/牛丁次郎坊x深夜裡的和魂燒肉丼x斗六支店.jpg
朝露魚舖,23.7175975,120.5928398,雲林縣,斗六市,雲林縣鬥工六路6號,055-575989,"['星期一 08:00-12:00, 13:00-17:00', '星期二 08:00-12:00, 13:00-17:00', '星期三 08:00-12:00, 13:00-17:00', '星期四 08:00-12:00, 13:00-17:00', '星期五 08:00-12:00, 13:00-17:00', '星期六 休息', '星期日 休息']",4,2000,food_image/朝露魚舖.jpg
斗六四代目花生酥圓仔雪花冰,23.7096094,120.5423035,雲林縣,斗六市,雲林縣斗六市太平路30號,09-28614369,"['星期一 11:00-21:20', '星期二 11:00-21:20', '星期三 11:00-21:20', '星期四 11:00-21:20', '星期五 11:00-21:20', '星期六 11:00-21:20', '星期日 11:00-21:20']",4.6,120,food_image/斗六四代目花生酥圓仔雪花冰.jpg
阿豐油飯麵線糊,23.5690212,120.3037509,雲林縣,北港鎮,雲林縣北港鎮中山路198之1號,09-11100679,"['星期一 06:15-13:00', '星期二 06:15-13:00', '星期三 休息', '星期四 06:15-13:00', '星期五 06:15-13:00', '星期六 06:15-13:00', '星期日 06:15-13:00']",4.6,40,food_image/阿豐油飯麵線糊.jpg
斗六觀光夜市,23.6962777,120.5432434,雲林縣,斗六市,雲林縣斗六市鎮南路399號,09-35789889,"['星期一 休息', '星期二 16:00-00:00', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 16:00-00:00', '星期日 16:00-00:00']",4.4,0,food_image/斗六觀光夜市.jpg
土庫驛可可莊園,23.6751901,120.3986072,雲林縣,土庫鎮,雲林縣土庫鎮大同路1之2號,056-623488,"['星期一 09:00-17:30', '星期二 09:00-17:30', '星期三 09:00-17:30', '星期四 09:00-17:30', '星期五 09:00-17:30', '星期六 09:00-17:30', '星期日 09:00-17:30']",4.3,300,food_image/土庫驛可可莊園.jpg
鐵町 心作鐵板料理,23.7026774,120.531732,雲林縣,斗六市,雲林縣斗六市中堅西路722號,055-332616,"['星期一 11:00-14:00, 17:00-20:30', '星期二 休息', '星期三 休息', '星期四 11:00-14:00, 17:00-20:30', '星期五 11:00-14:00, 17:00-20:30', '星期六 11:00-14:00, 17:00-20:30', '星期日 11:00-14:00, 17:00-20:30']",4.4,405,food_image/鐵町 心作鐵板料理.jpg
東市羊肉,23.700402,120.5370455,雲林縣,斗六市,雲林縣鬥六市民生南路197號,055-322439,"['星期一 11:00-14:00, 15:00-22:30', '星期二 11:00-14:00, 15:00-22:30', '星期三 11:00-14:00, 15:00-22:30', '星期四 11:00-14:00, 15:00-22:30', '星期五 11:00-14:00, 15:00-22:30', '星期六 11:00-14:00, 15:00-22:30', '星期日 休息']",4.4,130,food_image/東市羊肉.jpg
焰屋燒肉,23.7181847,120.5435476,雲林縣,斗六市,雲林縣斗六市明德北路一段693號,055-373166,"['星期一 17:00-23:00', '星期二 休息', '星期三 17:00-23:00', '星期四 17:00-23:00', '星期五 17:00-23:00', '星期六 11:30-15:00, 17:00-23:00', '星期日 11:30-15:00, 17:00-23:00']",4.6,660,food_image/焰屋燒肉.jpg
阿賜豬腳,23.7094207,120.5437034,雲林縣,斗六市,雲林縣斗六市公正街34號,055-335899,"['星期一 16:00-22:00', '星期二 16:00-22:00', '星期三 16:00-22:00', '星期四 16:00-22:00', '星期五 16:00-22:00', '星期六 休息', '星期日 16:00-22:00']",4.4,50,food_image/阿賜豬腳.jpg
千野村日式景觀園區,22.8152401,120.3955616,高雄市,田寮區,高雄市田寮區七星路80之20號,09-30653702,"['星期一 14:00-21:00', '星期二 休息', '星期三 14:00-21:00', '星期四 14:00-21:00', '星期五 14:00-21:00', '星期六 09:00-21:00', '星期日 09:00-21:00']",4.4,390,food_image/千野村日式景觀園區.jpg
碳佐麻里精品燒肉 高雄時代店,22.5970326,120.3119428,高雄市,前鎮區,高雄市前鎮區時代南一路85號,075-371333,"['星期一 11:30-00:00', '星期二 11:30-00:00', '星期三 11:30-00:00', '星期四 11:30-00:00', '星期五 11:30-00:00', '星期六 11:00-00:00', '星期日 11:00-00:00']",4.6,1069,food_image/碳佐麻里精品燒肉 高雄時代店.jpg
碳佐麻理 高美店,22.6622046,120.2905735,高雄市,鼓山區,高雄市鼓山區美術東四路562號,075-526555,"['星期一 11:30-00:00', '星期二 11:30-00:00', '星期三 11:30-00:00', '星期四 11:30-00:00', '星期五 11:30-00:00', '星期六 11:00-00:00', '星期日 11:00-00:00']",4.6,2000,food_image/碳佐麻理 高美店.jpg
淨園農場咖啡廳,22.5789945,120.34442,高雄市,小港區,高雄市小港區明聖街135巷10弄12號,077-932223,"['星期一 09:30-21:00', '星期二 09:30-21:00', '星期三 09:30-21:00', '星期四 09:30-21:00', '星期五 09:30-21:00', '星期六 09:30-21:00', '星期日 09:30-21:00']",4.4,500,food_image/淨園農場咖啡廳.jpg
藏壽司全球旗艦店,22.5977028,120.3139986,高雄市,前鎮區,高雄市前鎮區中山三路11號,,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.6,400,food_image/藏壽司全球旗艦店.jpg
くら寿司 藏壽司 高雄草衙道店,22.582236,120.3291874,高雄市,前鎮區,高雄市前鎮區中安路1之1號3F,077-915525,"['星期一 11:00-21:30', '星期二 11:00-21:30', '星期三 11:00-21:30', '星期四 11:00-21:30', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.7,300,food_image/くら寿司 藏壽司 高雄草衙道店.jpg
くら寿司 藏壽司 高雄岡山店,22.7814336,120.2995882,高雄市,岡山區,高雄市岡山區捷安路25號,076-261589,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 10:30-22:00', '星期日 10:30-22:00']",4.7,250,food_image/くら寿司 藏壽司 高雄岡山店.jpg
和牛涮 日式鍋物放題 高雄博愛店,22.6699969,120.3037878,高雄市,左營區,高雄市左營區博愛二路682號,075-508038,"['星期一 11:30-01:30', '星期二 11:30-01:30', '星期三 11:30-01:30', '星期四 11:30-01:30', '星期五 11:30-01:30', '星期六 11:30-01:30', '星期日 11:30-01:30']",4.7,800,food_image/和牛涮 日式鍋物放題 高雄博愛店.jpg
